id|division|disease|name|composition|dose|indication
1293|妇产科|产后乳汁不足|黄芪驴肾汤|生黄芪50克、王不留行25克、驴肾1对。|先煎前二味，去渣取汁，用药汁煮驴肾。饮汤食肾。|适于气血不足产后缺乳。
1294|妇产科|产后乳汁不足|漏芦鸡蛋羹|漏芦9克、鸡蛋2枚。|先煎漏芦，去渣取汁，鸡蛋打入碗中搅拌，药汁加入鸡蛋中搅匀，上锅蒸熟后温服。每日1剂。|适于产后缺乳。
1295|妇产科|产后乳汁不足|胡萝卜鲫鱼汤|鲫鱼2条、白菜50克、香菜25克、胡萝卜50克。|将鲫鱼水煎成乳白色，加入后三味，煮熟淡调味后服食。每日2次。|适于血亏产后缺乳。
1296|妇产科|产后乳汁不足|下乳蒸虾|鲜青虾500克、（去皮取肉）黄酒少许。|上品以猪蹄汤或小米汤搅拌，上锅蒸熟后食用。以黄酒送服。|适于血亏产后缺乳。
1297|妇产科|产后乳汁不足|丝瓜散|丝瓜适量、黄酒少许。|铨瓜（连籽）烧存性，研细末，每日服2次，每次服5克。以黄酒送服。|适于产后缺乳。
1298|妇产科|产后乳汁不足|花生米赤豆粥|赤小豆50克、花生米50克、红糖30克。|将上三味共煮至熟烂，每日2次，空腹食用。|适于产后缺乳。
1299|妇产科|产后乳汁不足|三豆增乳甜浆|豆浆1000毫升、豌豆200克、赤小豆50克、红糖适量。|以豆浆煎2豆，熟烂后加红糖适量温服，每日1剂，可分次食。|适于产后缺乳。
1300|妇产科|产后乳汁不足|猪肉紫河车汤|胎盘1个（又名紫河车）、瘦猪肉100克、陈皮9克。|将胎盘洗净切块，与后二味共炖汤，调味后分3次服完，连服3剂。|适于气血亏虚产后缺乳。
1301|妇产科|产后出血过多|参芪羊肉汤|羊精肉500克、党参25克、黄芪25克、当归25克、调料适量。|将羊肉洗净切块，药物以布包好，置于火上炖，以羊肉熟烂为度，去药后食羊肉饮汤。每日1次，分2次服，连服数剂。|适于产后出血过多，气血双亏。
1302|妇产科|产后出血过多|卷柏红糖饮|卷柏全草25克、红糖适量。|将卷柏浸泡（用开水)约30分钟，去渣取汁入红糖1次服下。|适于产后出血量多有热者。
1303|妇产科|产后出血过多|鸡冠红枣冲剂|红枣5校、鸡冠花根30克。|红枣焙干研成细末，用鸡冠花根煎杨，去渣取汁，送服上末。每日1剂。|适于产后出血过多。
1304|妇产科|产后出血过多|补虚蒸鸡|黄母鸡1只、黄芪30克、党参30克、淮山药50克、红枣20枚。|将母鸡洗净去毛及内脏，将药装入鸡腹中，上锅蒸熟后去药渣，分次服食，连服5剂。|适于产后出血过多，气血双亏。
1305|妇产科|产后出血过多|羊血饮|新鲜羊血1杯。|羊血1杯，1次饮完，每日2次，连服3天。|适于产后出血过多。
1306|妇产科|产后出血过多|苏子粳米粥|真苏子10克，麻子10克，粳米100克。|先妙前二味，研成细末，水过滤取汁，加入米煮粥，空腹食用。|适于产后出血过多。
1307|妇产科|产后出血过多|鸡胚胎煎|鸡胚胎5只、川芎6克、当归9克。|将鸡去毛及内脏，洗净切块，药物用布包好，置于砂锅内共煮汤，烂熟后去药，淡调味服食，每日1次。|适于产后出血过多兼瘀血块。
1308|妇产科|产后出血过多|乌鸡蛋羹|乌鸡蛋3枚、醋、酒各1杯。|上三味共搅拌匀，上锅蒸熟，1日内分2次服食。|适于产后出血过多。
1309|妇产科|产后出血过多|柿饼散|柿饼、老酒各适量。|将柿饼烧炭存性，研成细末，每次服6克，以老酒送服。|适于产后出血量多。
1310|妇产科|产后出血过多|地黄坤草药酒|黄酒200毫升、生地黄6克、益母草10克。|将药共放于瓷杯中，放在锅中蒸20分钟，每日服2次，每次服50毫升。|适于产后出血量多兼瘀血者。
1311|妇产科|产后出血过多|鸡卵荆芥饮|鸡蛋2枚、荆芥6克、黑木耳3克。|将鸡蛋去壳，分取蛋清、荆芥研细末，将黑木耳泡发炖熟，几味共调服。|适于产后出血过多。
1312|妇产科|产后出血过多|韭菜牛乳饮|韭菜100克、牛奶50毫升。|将韭菜洗净绞汁，与牛奶共搅拌匀，徐徐服下，每日2次。|适于产后出血量多。
1313|妇产科|产后贫血|杞果牛骨汤|生牛骨250克、枸杞子15克、黑豆30克、大枣10枚。|上几味加水适量，共煮熟烂，调味后服食。每日1次，空腹食用，连服30天。或常食。|适于产后血虚。
1314|妇产科|产后贫血|当归小米枣粥|红枣20枚、当归15克、小米100克、红糖30克。|前三味共煮，熟后去当归入糖服食。每日1剂，连服30天。|适于产后血虚贫血者。
1315|妇产科|产后贫血|姜糖肝汤|猪肝（羊肝、牛肝均可）1具、生姜20克、红糖30克。|上三味共水煎服，每日1剂，亦可2日服1剂。可常服。|适于血虚，产后贫血者。
1316|妇产科|产后贫血|补血羊肉汤|精羊肉100克、赤小豆100克、红枣20枚、桂圆10枚、花椒等调料适量。|先煎赤小豆、红枣、桂圆，在豆半熟时将已切成片的羊肉下入，将花椒等调味料用布包好下入，以豆及羊肉均熟时，去花椒包，加入红糖即可，每日1剂。|适于产后血虚气弱。
1317|妇产科|产后贫血|花生红枣煎|干红枣50克、花生米100克。|上两味共加水煎，以花生米烂熟为度，食枣、花生米饮汤，每日1剂。|适于产后气血亏虚、贫血者。
1318|妇产科|产后贫血|清炖羊肉山药|当归15克、生姜15克。羊肉250克、山药30克。|将羊肉洗净切块，当归用布包好，几味共放于砂锅内，加水炖汤，烂熟后去当归，调味后服食。隔1日服1剂。|适于产后气血双亏贫血者。
1319|妇产科|产后贫血|红白豆腐|豆腐250克、猪血（羊血、牛血）500克、大枣10枚。|上三味共煮汤服食，每日1剂或2日1剂。须常服。|适于产后血虚，贫血者。
1320|妇产科|产后贫血|杞果花生煎|花生米100克、鸡蛋2枚、枸杞子10克、红枣50克。|上四味加水共煎，待鸡蛋熟后去皮再继续煎，以花生米熟为度。每日服1剂，连服半个月。|适于产后血虚贫血者。
1321|妇产科|产后贫血|炖阿胶瘦肉|瘦肉100克、阿胶10克。|先将瘦肉放于砂锅中，加水以文火炖熟，入阿胶烊化后，饮汤食肉，可淡调味。隔日服1次。|适于产后血亏者。
1322|妇产科|产后贫血|黑红当归血|猪血500克、当归20克、黑豆100克、红枣20枚。|当归水煎，去渣取汁，与猪血一起煎黑豆、红枣，以黑豆熟为度，淡调味后服食每日1剂。|适于产后血虚贫血者。
1323|妇产科|产后腹痛|肉桂红糖煎|桂皮6克、红糖12克。|上两味水煎服。每日服3次，连续服5天。|适于产后虚寒腹痛。
1324|妇产科|产后腹痛|赤豆南瓜散|赤小豆100克、生姜30克、南瓜200克。|上三味共焙干，研成细末，每日服3次，每次服30克，以红糖水送服。|适于一般产后腹痛。
1325|妇产科|产后腹痛|南瓜藤当归煎|南瓜藤100克、当归20克、红糖50克。|上三味加水共煎，每日1剂，分2次服。|适于产后血虚血瘀腹痛。
1326|妇产科|产后腹痛|坤草生地药粥|益母草15克、生姜9克、生地15克、藕汁50毫升、小米100克、红糖50克。|先煎益母草、生地、生姜去渣取汁，入米煮粥，粥将熟时入藕汁及红糖。每日1剂分3次服，空腹服食。|适于产后血虚血瘀腹痛。
1327|妇产科|产后腹痛|山楂酒茶|山楂肉15克、红糖50克、黄酒50毫升|三味共加水煎服，每日服3次，连服1周。|适于产后血瘀腹痛。
1328|妇产科|产后腹痛|益母枣豆粥|益母草50克、生姜30克、大枣20克、赤小豆100克。|益母草水煎，去渣取浓汁，入生姜、大枣、赤小豆共煮，以豆熟为度，每日1剂，分次服食。|适于产后血瘀腹痛。
1329|妇产科|产后腹痛|山楂米汁饮|山楂100个（打碎）、小米500克、砂糖150克。|先将小米水煎，取浓汁，以米汁煎山楂，熟后入红糖服食，每日1剂。|适于血瘀产后腹痛。
1330|妇产科|产后恶露不尽|薏米车前山楂煎|薏米30克、车前草9克、山楂15克、红糖适量。|上四味，水煎服，每日1剂，连服5天。|适于产后恶露不尽，属温热有瘀者。
1331|妇产科|产后恶露不尽|赤小豆冬瓜皮汤|赤小豆100克、冬瓜皮100克。|上二味微炒，水煎，以豆熟为度，食豆，汤频频服。每日1剂。|适于产后恶露不尽兼水肿者。
1332|妇产科|产后恶露不尽|坤草黑木耳煎|益母草50克、黑木耳10克，白糖50克。|前二味水煎，去渣取汁，入白糖后饮服，每日1剂。|适于产后恶露不尽。
1333|妇产科|产后恶露不尽|黃酒糖茶|红糖80克、茶叶5克、黄酒50毫升。|将前二味水煎汤，去茶叶后用热黄酒冲服，每日1剂，连服数剂。|适于产后恶露不尽。
1334|妇产科|产后恶露不尽|山楂茶|山楂50克、红糖50克。|上二味共水煎，频频代茶饮。每日1剂，连服1周。|适于产后恶露不尽属血瘀者。
1335|妇产科|产后恶露不尽|藕节蛋羹|鸭蛋2枚、苏木6克、藕节30克。|将后二味煎汤，去渣取汁，将鸭蛋打入，搅匀，蒸熟食用。每日1剂，连服5天。|适于产后恶露不尽，小腹痛坠者。
1336|妇产科|产后恶露不尽|大枣酒醋蛋羹|乌鸡蛋3枚、醋1杯、酒1杯、大枣20克。|将鸡蛋去壳，与醋、酒拌匀，加入大枣，加水适量煎服或上锅蒸服，每日1剂，连服数剂。|适于产后恶露不尽。
1337|妇产科|产后中风|猪心豆豉汤|猪心1具。|将猪心切片，在豆豉汁中水煮，调味后食用。隔1日服1剂。|适于产后中风，身痛鼻塞。
1338|妇产科|产后受风|葱姜松子仁汤|生姜30克、葱白2茎、松子仁10克、红糖50克。|将前三味水煎，去渣后冲入红糖服用。每日服2次，连服3天。|适于产后受风，身痛鼻寒微热者。
1339|妇产科|产后受风|黑豆当归散|黑豆500克、生姜50克、当归30克。|将黑豆炒香，生姜焙干，几味共研细末，每日服2次，每次服15克。以黄酒送服。|适于产后受风。
1340|妇产科|产后浮肿|南瓜子煎|南瓜子30克。|上味炒熟后，水煎服。每日服2次。|适于产后浮肿。
1341|妇产科|产后乳汁自溢|羊乳黄芪煎|羊乳18克、芡实9克、黄芪18克。|上几味水煎服，每日1剂，连服数剂。|适于产后乳汁自溢。
1342|妇产科|产后乳汁自溢|复盆參枣粥|党参9克、大枣20克、复盆子9克、粳米50克。|前3味水煎去渣，入米煮粥，每日1剂，连服5剂。|适于乳汁自溢。
1343|妇产科|产后乳汁自溢|香附芡实米粥|香附子9克、益母草克、芡实18克、大米60克。|前三味水煎，去渣取汁，入大米煮粥服食。每日1剂，连服3至5剂。|适于产后乳汁自溢。
1344|妇产科|产后乳汁自溢|柴胡莲子煎|柴胡9克、郁金9克、莲子18克。|上三味共同煎汤服，每日1剂，连服数剂。|适于产后乳汁自溢。
1345|妇产科|产后乳汁自溢|人参粳米粥|入参（或党参）9克、粳米60克(微妙)。|将入参(或党参)炖汤，粳米煮粥，混合服食。每日1剂，连服2〜4剂。|适于产后乳汁自溢兼气虚者。
1346|妇产科|产后乳汁自溢|黄酒红糖饮|黄酒250毫升、红糖200克。|上二味共煮10分钟，分2次服。|适于产后腹泻。
1347|妇产科|适于产后腹泻|香酥鲫鱼|活鲫龟1条（约250克）。|将鱼切成二寸长小块，不去鳞肠，用香油炸焦。服后饮热黄酒四两，取微汗。|适于产后臂痛抽筋。
1348|妇产科|产后臂痛抽筋|人参胡桃煎|胡桃仁、人参各等份。|上二味细切，每次用15克，水2碗，煎剩半碗，频频呷服。|适于产后气虚作喘。
1349|妇产科|回乳|豆豉炒饭|日豉60克、食油、米饭适量。|上三味共同炒热，调味后服食。每日1剂，连服2至3剂。|适于乳汁不回，乳房胀痛。
1350|妇产科|回乳|麦芽煎|大麦芽100克。|上品炒焦，水煎服，可连续服数剂。|适于乳汁不回。
1351|妇产科|回乳|高粱米汁饮|高梁500克（带壳）|上品洗净，放入适量的水，煮成粥状，喝其米汤，每次饮50〜100毫升，每日2〜3次，连服3天。|适于乳汁不回，乳房胀痛。
1352|妇产科|回乳|麦芽散|麦芽15克。|将麦芽炒后研末，开水冲服。每日4次。或用炒麦芽60克，水煎服。每日1剂，连服3〜4剂。|适于乳汁不回。
1353|妇产科|回乳|麦芽瓜皮煎|麦芽50克、西瓜皮400克。|上二味共水煎，每日服2次。|适于乳汁不回。
1354|妇产科|回乳|花椒红糖饮|花椒12克、红糖30克。|将花椒加水400毫升煎成250毫升。加红糖调服。每日1剂，连服3剂。|适于乳汁不回。
1355|妇产科|回乳|大茴汤|八角茴香6克。|上品水煎服，每日2次，连服3天。|适于乳汁不回。
1356|妇产科|回乳|杷叶土牛膝汤|枇杷叶5片、上牛膝10克、红糖适量。|上三味加水煎服。每日1剂，连服3天。|适于乳汁不回，乳房胀痛。
1357|妇产科|回乳|炒糖麦麩|小麦麸60克、红糖30克。|麦麸炒黄后加红糖再炒，趁热服。每日1剂，用至乳回。|适于乳汁不回。
1358|小儿科|小儿感冒|绿豆茶糖饮|生绿豆20粒、青茶叶1克、冰糖10克。|将绿豆带皮捣碎，同青茶、冰糖共用开水冲泡，加盖20分钟后即可饮用。|流行性感冒，咽喉肿痛。
1359|小儿科|小儿感冒|葱姜饮|葱根8克、生姜8克。|将葱、姜共用水煎，每日服2次，服后盖被卧床。|感冒、风寒束表。
1360|小儿科|小儿感冒|薄荷凉散饮|薄荷30克、生石膏120克。|将上二味共研为细末。每日服2次，每次10克，开水冲后去渣饮汁。|风热感冒，发热、咽痛。
1361|小儿科|小儿感冒|绿豆芫荽双根汤|葱根10克、干白菜根15克、绿豆15克、干芫荽15克。|将以于几味共为细末，每次取10克开水冲服，每日3次。|感冒初起。
1362|小儿科|小儿感冒|葱醋饮|葱1棵，醋5毫升。|将葱切碎，用醋拌后炒熟，再加水煎后服用，每日1剂，服后卧床。|外感风寒。
1363|小儿科|小儿感冒|桑叶葱姜汤|霜桑叶6克，生姜7克，葱根5克。|将以上三味水煎服，服后卧床发汗。|感冒初期。
1364|小儿科|小儿感冒|竹叶马鞭橘糖姜饮|橘皮1个、竹叶1克、马鞭草5克、生姜8克、红糖15克。|将以上几味水煎后加入红糖服用。|感冒、咳嗽。
1365|小儿科|小儿感冒|紫苏叶白莱菔汁饮|紫苏叶10克、白萝卜汁15毫升。|先将紫苏叶加水煮沸，后入白萝卜汁再煮沸，服用。每日2次。|风寒感冒。
1366|小儿科|小儿感冒|姜糖茶饮|茶叶2克、红糖6克、生姜一片。|将以上三味共放于杯内，开水冲泡。每日饮3次。|风寒感冒初起。
1367|小儿科|小儿感冒|鸡子冰糖饮|鸡蛋2枚、冰糖适量。|将鸡蛋打在碗中，冰糖压碎后与鸡蛋调匀，用开水冲，加盖10分钟，分两次空腹温服。避风寒。|外感发热、咽痛。
1368|小儿科|小儿感冒|大葱头小米谷汤|小米谷30克，大葱头2个，|将上两味煎汤频服，服后卧床。|风寒感冒。
1369|小儿科|小儿感冒|玉屏风加味散|山药9克、生牡蛎9克、陈皮6克、白术6克、防风3克、生黄芪9克。|将以上诸味共研细末，每日服两次，每次服3克。|感冒。
1370|小儿科|小儿感冒|黄鱼钩饮|鱼腥草嫩叶50克、黄荆条40克、钩藤12克。|将以上诸味加水煎服。|高热惊风、咳嗽。
1371|小儿科|小儿感冒|榔芩饮|槟榔8克、黄芩8克。|水煎服，每日1剂。|流行性感冒，发热便秘。
1372|小儿科|小儿感冒|薄荷甘草饮|嫩薄荷叶5克、甘草6克。|水煎服，每日2次，每次1剂。|风热感冒。
1373|小儿科|小儿感冒|苦菜菊花饮|苦菜30克、野菊花10克。|水煎服，每日1剂。|流行性感冒，发热。
